Date,OutMax,OutMin,InMax,InMin,Rain
2015-02-21,20.2,4.8,20.3,19.4,0.0
2015-02-20,20.6,4.3,21.1,19.4,0.0
2015-02-19,17.5,5.5,21.2,19.1,0.0
2015-02-18,20.4,8.1,21.1,18.0,0.0
2015-02-17,13.1,5.8,19.2,17.3,0.3
2015-02-16,6.6,3.5,19.0,17.5,13.2
2015-02-15,5.6,4.8,19.4,18.1,14.7
2015-02-14,10.3,5.6,19.8,18.3,0.0
2015-02-13,14.3,3.6,20.6,18.7,0.0
2015-02-12,19.8,3.7,20.8,18.1,0.0
2015-02-11,18.2,2.0,20.5,17.4,0.0
2015-02-10,16.0,1.6,19.7,16.9,0.0
2015-02-09,13.5,1.3,19.2,16.4,0.0
2015-02-08,11.3,2.6,18.7,16.1,1.8
2015-02-07,4.0,1.3,18.3,16.2,28.2
2015-02-06,3.7,1.6,18.7,17.5,9.6
2015-02-05,10.3,5.1,19.3,17.0,0.0
2015-02-04,7.1,2.3,19.1,17.1,0.0
2015-02-03,18.3,2.3,20.7,17.6,0.0
2015-02-02,17.0,1.6,20.3,17.5,0.0
2015-02-01,13.5,1.4,20.1,17.1,0.0
2015-01-31,15.2,1.7,19.1,16.8,4.5
2015-01-30,6.3,2.6,19.2,17.6,0.6
2015-01-29,15.3,1.0,19.8,17.6,0.0
2015-01-28,10.6,3.0,20.1,18.8,0.0
2015-01-27,20.9,4.5,21.2,18.8,0.0
2015-01-26,22.4,4.4,21.0,16.4,0.3
2015-01-25,20.7,5.1,20.9,17.7,1.5
2015-01-24,21.4,2.8,20.1,16.8,0.0
2015-01-23,7.4,3.4,19.3,16.9,5.7
2015-01-22,5.9,5.0,19.0,17.5,13.5
2015-01-21,16.8,4.6,19.6,17.3,0.0
2015-01-20,10.0,4.6,19.2,18.0,0.0
2015-01-19,15.3,5.2,20.3,17.9,0.0
2015-01-18,20.5,6.5,20.3,17.3,7.5
2015-01-17,8.2,6.0,19.1,17.3,9.0
2015-01-16,8.9,4.3,19.2,17.7,2.1
2015-01-15,10.8,6.7,19.8,18.2,0.0
2015-01-14,9.5,6.2,19.8,19.2,0.0
2015-01-13,25.3,6.5,21.5,18.6,0.0
2015-01-12,23.3,5.1,20.6,18.4,0.0
2015-01-11,23.5,6.2,20.1,20.1,0.0
